user_id,resume_path,document_type,filename
113,/opt/NodeRAG-Neo4j-Integration/POC_Data/documents/input_resumes/879_Network Security Engineer.pdf,resume,879_Network Security Engineer.pdf
114,/opt/NodeRAG-Neo4j-Integration/POC_Data/documents/input_resumes/911_Database.pdf,resume,911_Database.pdf
115,/opt/NodeRAG-Neo4j-Integration/POC_Data/documents/input_resumes/912_Database.pdf,resume,912_Database.pdf
116,/opt/NodeRAG-Neo4j-Integration/POC_Data/documents/input_resumes/922_Database.pdf,resume,922_Database.pdf
117,/opt/NodeRAG-Neo4j-Integration/POC_Data/documents/input_resumes/927_Database.pdf,resume,927_Database.pdf
118,/opt/NodeRAG-Neo4j-Integration/POC_Data/documents/input_resumes/934_Database.pdf,resume,934_Database.pdf
119,/opt/NodeRAG-Neo4j-Integration/POC_Data/documents/input_resumes/943_Hadoop.pdf,resume,943_Hadoop.pdf
120,/opt/NodeRAG-Neo4j-Integration/POC_Data/documents/input_resumes/949_Hadoop.pdf,resume,949_Hadoop.pdf
121,/opt/NodeRAG-Neo4j-Integration/POC_Data/documents/input_resumes/982_Hadoop.pdf,resume,982_Hadoop.pdf
122,/opt/NodeRAG-Neo4j-Integration/POC_Data/documents/input_resumes/998_ETL Developer.pdf,resume,998_ETL Developer.pdf
